"vorname","anzahl","geschlecht","Kiez","year"
"Friedrich",11,"m","Neukölln",2017
"Paul",11,"m","Neukölln",2017
"Charlotte",11,"w","Neukölln",2017
"David",11,"m","Neukölln",2017
"Jakob",11,"m","Neukölln",2017
"Jonas",11,"m","Neukölln",2017
"Karl",11,"m","Neukölln",2017
"Lukas",11,"m","Neukölln",2017
"Maximilian",11,"m","Neukölln",2017
"Milan",11,"m","Neukölln",2017
"Marie",76,"w","Pankow",2017
"Sophie",58,"w","Pankow",2017
"Alexander",45,"m","Pankow",2017
"Emilia",42,"w","Pankow",2017
"Charlotte",40,"w","Pankow",2017
"Ben",39,"m","Pankow",2017
"Oskar",39,"m","Pankow",2017
"Anton",38,"m","Pankow",2017
"Emil",36,"m","Pankow",2017
"Felix",35,"m","Pankow",2017
"Ella",34,"w","Pankow",2017
"Karl",32,"m","Pankow",2017
"Leon",32,"m","Pankow",2017
"Paul",32,"m","Pankow",2017
"Mia",31,"w","Pankow",2017
"Mila",31,"w","Pankow",2017
"Jonas",30,"m","Pankow",2017
"Lukas",30,"m","Pankow",2017
"Paul",28,"m","Pankow",2017
"Emma",28,"w","Pankow",2017
"Henry",28,"m","Pankow",2017
"Theodor",28,"m","Pankow",2017
"Marie",26,"w","Pankow",2017
"Max",26,"m","Pankow",2017
"Maximilian",26,"m","Pankow",2017
"Anna",24,"w","Pankow",2017
"Emily",24,"w","Pankow",2017
"Greta",24,"w","Pankow",2017
"Luise",24,"w","Pankow",2017
"Paula",24,"w","Pankow",2017
"Noah",24,"m","Pankow",2017
"Theo",24,"m","Pankow",2017
"Luise",23,"w","Pankow",2017
"Maria",23,"w","Pankow",2017
"Hannah",23,"w","Pankow",2017
"Maja",23,"w","Pankow",2017
"Liam",23,"m","Pankow",2017
"Milan",23,"m","Pankow",2017
"Amelie",22,"w","Pankow",2017
"Leni",22,"w","Pankow",2017
"Finn",22,"m","Pankow",2017
"Maximilian",21,"m","Pankow",2017
"Charlotte",21,"w","Pankow",2017
"Isabella",21,"w","Pankow",2017
"Johanna",21,"w","Pankow",2017
"Lina",21,"w","Pankow",2017
"Elisabeth",20,"w","Pankow",2017
"Jakob",20,"m","Pankow",2017
"Hanna",20,"w","Pankow",2017
"Jonathan",20,"m","Pankow",2017
"Nele",20,"w","Pankow",2017
"Julian",20,"m","Pankow",2017
"Lara",19,"w","Pankow",2017
"Erik",19,"m","Pankow",2017
"Pauline",19,"w","Pankow",2017
"Louis",19,"m","Pankow",2017
"Alma",18,"w","Pankow",2017
"Alexander",18,"m","Pankow",2017
"Clara",18,"w","Pankow",2017
"Leo",18,"m","Pankow",2017
"Lea",18,"w","Pankow",2017
"Leonard",18,"m","Pankow",2017
"Nora",18,"w","Pankow",2017
"Tim",18,"m","Pankow",2017
"Laura",17,"w","Pankow",2017
"Mika",17,"m","Pankow",2017
"Lotta",17,"w","Pankow",2017
"Moritz",17,"m","Pankow",2017
"Niklas",17,"m","Pankow",2017
"Frieda",16,"w","Pankow",2017
"Julia",16,"w","Pankow",2017
"Elias",16,"m","Pankow",2017
"Mara",16,"w","Pankow",2017
"Luca",16,"m","Pankow",2017
"Sophia",16,"w","Pankow",2017
"Till",16,"m","Pankow",2017
"Vincent",16,"m","Pankow",2017
"Anton",15,"m","Pankow",2017
"Emilia",15,"w","Pankow",2017
"Helena",15,"w","Pankow",2017
"Lena",15,"w","Pankow",2017
"Arthur",15,"m","Pankow",2017
"Leonie",15,"w","Pankow",2017
"Friedrich",15,"m","Pankow",2017
"Luisa",15,"w","Pankow",2017
"Marlene",15,"w","Pankow",2017
"Martha",15,"w","Pankow",2017
"Tilda",15,"w","Pankow",2017
"Friedrich",14,"m","Pankow",2017
"Louis",14,"m","Pankow",2017
"Henri",14,"m","Pankow",2017
"Raphael",14,"m","Pankow",2017
"Luna",14,"w","Pankow",2017
"Karl",13,"m","Pankow",2017
"Linus",13,"m","Pankow",2017
"Nils",13,"m","Pankow",2017
"Ole",13,"m","Pankow",2017
"Ida",13,"w","Pankow",2017
"Johanna",12,"w","Pankow",2017
"Adrian",12,"m","Pankow",2017
"Elena",12,"w","Pankow",2017
"K<e4>the",12,"w","Pankow",2017
"Lia",12,"w","Pankow",2017
"Matilda",12,"w","Pankow",2017
"Merle",12,"w","Pankow",2017
"Pia",12,"w","Pankow",2017
"Stella",12,"w","Pankow",2017
"Elias",11,"m","Pankow",2017
"Luca",11,"m","Pankow",2017
"Louise",11,"w","Pankow",2017
"Thomas",11,"m","Pankow",2017
"Edgar",11,"m","Pankow",2017
"Johannes",11,"m","Pankow",2017
"Lennard",11,"m","Pankow",2017
"Pepe",11,"m","Pankow",2017
"Frida",11,"w","Pankow",2017
"Maria",11,"w","Pankow",2017
"Marie",13,"w","Reinickendorf",2017
"Marie",47,"w","Spandau",2017
"Sophie",41,"w","Spandau",2017
"Noah",33,"m","Spandau",2017
"Mia",30,"w","Spandau",2017
"Maria",29,"w","Spandau",2017
"Paul",27,"m","Spandau",2017
"Alexander",26,"m","Spandau",2017
"Emil",26,"m","Spandau",2017
"Ben",23,"m","Spandau",2017
"Elias",22,"m","Spandau",2017
"Charlotte",21,"w","Spandau",2017
"Felix",21,"m","Spandau",2017
"Emilia",20,"w","Spandau",2017
"Anton",20,"m","Spandau",2017
"Emma",19,"w","Spandau",2017
"Louis",18,"m","Spandau",2017
"Mira",17,"w","Spandau",2017
"Liam",17,"m","Spandau",2017
"Charlotte",16,"w","Spandau",2017
"Emily",16,"w","Spandau",2017
"Sophia",16,"w","Spandau",2017
"Erik",16,"m","Spandau",2017
"Jakob",16,"m","Spandau",2017
"Lukas",16,"m","Spandau",2017
"Emilia",15,"w","Spandau",2017
"Ella",15,"w","Spandau",2017
"Jonas",15,"m","Spandau",2017
"Oskar",15,"m","Spandau",2017
"Maximilian",14,"m","Spandau",2017
"Anna",14,"w","Spandau",2017
"Ida",14,"w","Spandau",2017
"Lilly",14,"w","Spandau",2017
"Adam",14,"m","Spandau",2017
"Leon",14,"m","Spandau",2017
"Theo",14,"m","Spandau",2017
"Luise",13,"w","Spandau",2017
"Lina",13,"w","Spandau",2017
"Marie",13,"w","Spandau",2017
"Mila",13,"w","Spandau",2017
"David",13,"m","Spandau",2017
"Finn",13,"m","Spandau",2017
"Juna",12,"w","Spandau",2017
"Lea",12,"w","Spandau",2017
"Sophie",12,"w","Spandau",2017
"David",11,"m","Spandau",2017
"Elisabeth",11,"w","Spandau",2017
"Helena",11,"w","Spandau",2017
"Josephine",11,"w","Spandau",2017
"Julian",11,"m","Spandau",2017
"Julia",11,"w","Spandau",2017
"Karl",11,"m","Spandau",2017
"Lara",11,"w","Spandau",2017
"Milan",11,"m","Spandau",2017
"Leonie",11,"w","Spandau",2017
"Sophie",17,"w","Steglitz-Zehlendorf",2017
"Marie",16,"w","Steglitz-Zehlendorf",2017
"Alexander",15,"m","Steglitz-Zehlendorf",2017
"Charlotte",14,"w","Steglitz-Zehlendorf",2017
"Emma",14,"w","Steglitz-Zehlendorf",2017
"Emilia",13,"w","Steglitz-Zehlendorf",2017
"Clara",11,"w","Steglitz-Zehlendorf",2017
"Sophie",62,"w","Tempelhof-Schöneberg",2017
"Marie",61,"w","Tempelhof-Schöneberg",2017
"Emilia",52,"w","Tempelhof-Schöneberg",2017
"Maria",45,"w","Tempelhof-Schöneberg",2017
"Charlotte",37,"w","Tempelhof-Schöneberg",2017
"Noah",37,"m","Tempelhof-Schöneberg",2017
"Ella",37,"w","Tempelhof-Schöneberg",2017
"Alexander",35,"m","Tempelhof-Schöneberg",2017
"Jonas",34,"m","Tempelhof-Schöneberg",2017
"Hannah",34,"w","Tempelhof-Schöneberg",2017
"Emma",31,"w","Tempelhof-Schöneberg",2017
"Maximilian",30,"m","Tempelhof-Schöneberg",2017
"Emil",30,"m","Tempelhof-Schöneberg",2017
"Charlotte",30,"w","Tempelhof-Schöneberg",2017
"Mia",30,"w","Tempelhof-Schöneberg",2017
"Anna",29,"w","Tempelhof-Schöneberg",2017
"Felix",28,"m","Tempelhof-Schöneberg",2017
"Ali",26,"m","Tempelhof-Schöneberg",2017
"Jakob",26,"m","Tempelhof-Schöneberg",2017
"Maximilian",26,"m","Tempelhof-Schöneberg",2017
"Elias",25,"m","Tempelhof-Schöneberg",2017
"Mila",25,"w","Tempelhof-Schöneberg",2017
"Oskar",25,"m","Tempelhof-Schöneberg",2017
"Clara",24,"w","Tempelhof-Schöneberg",2017
"Milan",24,"m","Tempelhof-Schöneberg",2017
"Johanna",24,"w","Tempelhof-Schöneberg",2017
"Paul",24,"m","Tempelhof-Schöneberg",2017
"Johanna",22,"w","Tempelhof-Schöneberg",2017
"Adam",22,"m","Tempelhof-Schöneberg",2017
"Samuel",22,"m","Tempelhof-Schöneberg",2017
"Elisabeth",21,"w","Tempelhof-Schöneberg",2017
"Maria",21,"w","Tempelhof-Schöneberg",2017
"Finn",20,"m","Tempelhof-Schöneberg",2017
"Jonathan",20,"m","Tempelhof-Schöneberg",2017
"Julian",20,"m","Tempelhof-Schöneberg",2017
"Ava",19,"w","Tempelhof-Schöneberg",2017
"Sophia",19,"w","Tempelhof-Schöneberg",2017
"Alexander",19,"m","Tempelhof-Schöneberg",2017
"Elias",18,"m","Tempelhof-Schöneberg",2017
"Luise",18,"w","Tempelhof-Schöneberg",2017
"Ela",18,"w","Tempelhof-Schöneberg",2017
"Helena",18,"w","Tempelhof-Schöneberg",2017
"Ida",18,"w","Tempelhof-Schöneberg",2017
"Lea",18,"w","Tempelhof-Schöneberg",2017
"Theodor",18,"m","Tempelhof-Schöneberg",2017
"Mira",18,"w","Tempelhof-Schöneberg",2017
"Benjamin",17,"m","Tempelhof-Schöneberg",2017
"Lena",17,"w","Tempelhof-Schöneberg",2017
"Karl",17,"m","Tempelhof-Schöneberg",2017
"Leo",17,"m","Tempelhof-Schöneberg",2017
"Leon",17,"m","Tempelhof-Schöneberg",2017
"Linus",17,"m","Tempelhof-Schöneberg",2017
"Luis",17,"m","Tempelhof-Schöneberg",2017
"Theo",17,"m","Tempelhof-Schöneberg",2017
"Paul",16,"m","Tempelhof-Schöneberg",2017
"Amelie",16,"w","Tempelhof-Schöneberg",2017
"Lina",16,"w","Tempelhof-Schöneberg",2017
"Sofia",16,"w","Tempelhof-Schöneberg",2017
"Sophie",16,"w","Tempelhof-Schöneberg",2017
"Anton",16,"m","Tempelhof-Schöneberg",2017
"Leonard",16,"m","Tempelhof-Schöneberg",2017
"Vincent",16,"m","Tempelhof-Schöneberg",2017
"Louis",15,"m","Tempelhof-Schöneberg",2017
"Valentin",15,"m","Tempelhof-Schöneberg",2017
"Nur",15,"w","Tempelhof-Schöneberg",2017
"Sophia",15,"w","Tempelhof-Schöneberg",2017
"Alma",15,"w","Tempelhof-Schöneberg",2017
"Frida",15,"w","Tempelhof-Schöneberg",2017
"Frieda",15,"w","Tempelhof-Schöneberg",2017
"Mathilda",15,"w","Tempelhof-Schöneberg",2017
"Adrian",15,"m","Tempelhof-Schöneberg",2017
"Ben",15,"m","Tempelhof-Schöneberg",2017
"Henry",15,"m","Tempelhof-Schöneberg",2017
"Moritz",15,"m","Tempelhof-Schöneberg",2017
"Muhammed",15,"m","Tempelhof-Schöneberg",2017
"Karl",14,"m","Tempelhof-Schöneberg",2017
"Helene",14,"w","Tempelhof-Schöneberg",2017
"Emily",14,"w","Tempelhof-Schöneberg",2017
"Greta",14,"w","Tempelhof-Schöneberg",2017
"Klara",14,"w","Tempelhof-Schöneberg",2017
"Leni",14,"w","Tempelhof-Schöneberg",2017
"Luise",14,"w","Tempelhof-Schöneberg",2017
"Nele",14,"w","Tempelhof-Schöneberg",2017
"Arthur",14,"m","Tempelhof-Schöneberg",2017
"Paula",14,"w","Tempelhof-Schöneberg",2017
"Bruno",14,"m","Tempelhof-Schöneberg",2017
"Jan",14,"m","Tempelhof-Schöneberg",2017
"Louis",14,"m","Tempelhof-Schöneberg",2017
"Emil",13,"m","Tempelhof-Schöneberg",2017
"Antonia",13,"w","Tempelhof-Schöneberg",2017
"Elif",13,"w","Tempelhof-Schöneberg",2017
"Leonie",13,"w","Tempelhof-Schöneberg",2017
"Lilly",13,"w","Tempelhof-Schöneberg",2017
"Emilio",13,"m","Tempelhof-Schöneberg",2017
"Maja",13,"w","Tempelhof-Schöneberg",2017
"Justus",13,"m","Tempelhof-Schöneberg",2017
"Niklas",13,"m","Tempelhof-Schöneberg",2017
"Raphael",13,"m","Tempelhof-Schöneberg",2017
"Tom",13,"m","Tempelhof-Schöneberg",2017
"Ali",12,"m","Tempelhof-Schöneberg",2017
"Sebastian",12,"m","Tempelhof-Schöneberg",2017
"Antonia",12,"w","Tempelhof-Schöneberg",2017
"Elena",12,"w","Tempelhof-Schöneberg",2017
"Mina",12,"w","Tempelhof-Schöneberg",2017
"Sarah",12,"w","Tempelhof-Schöneberg",2017
"Amir",12,"m","Tempelhof-Schöneberg",2017
"Daniel",12,"m","Tempelhof-Schöneberg",2017
"David",12,"m","Tempelhof-Schöneberg",2017
"Emir",12,"m","Tempelhof-Schöneberg",2017
"Fabian",12,"m","Tempelhof-Schöneberg",2017
"Henri",12,"m","Tempelhof-Schöneberg",2017
"Levi",12,"m","Tempelhof-Schöneberg",2017
"Liam",12,"m","Tempelhof-Schöneberg",2017
"Luca",12,"m","Tempelhof-Schöneberg",2017
"Mert",12,"m","Tempelhof-Schöneberg",2017
"Christian",11,"m","Tempelhof-Schöneberg",2017
"David",11,"m","Tempelhof-Schöneberg",2017
"Anna",11,"w","Tempelhof-Schöneberg",2017
"Jakob",11,"m","Tempelhof-Schöneberg",2017
"Emilia",11,"w","Tempelhof-Schöneberg",2017
"Thomas",11,"m","Tempelhof-Schöneberg",2017
"Magdalena",11,"w","Tempelhof-Schöneberg",2017
"Pauline",11,"w","Tempelhof-Schöneberg",2017
"Victoria",11,"w","Tempelhof-Schöneberg",2017
"Elisa",11,"w","Tempelhof-Schöneberg",2017
"Elisabeth",11,"w","Tempelhof-Schöneberg",2017
"Isabella",11,"w","Tempelhof-Schöneberg",2017
"Marie",11,"w","Tempelhof-Schöneberg",2017
"Matilda",11,"w","Tempelhof-Schöneberg",2017
"Meryem",11,"w","Tempelhof-Schöneberg",2017
"Nora",11,"w","Tempelhof-Schöneberg",2017
"Pauline",11,"w","Tempelhof-Schöneberg",2017
"Erik",11,"m","Tempelhof-Schöneberg",2017
"Johann",11,"m","Tempelhof-Schöneberg",2017
"Konstantin",11,"m","Tempelhof-Schöneberg",2017
"Omar",11,"m","Tempelhof-Schöneberg",2017
"Tim",11,"m","Tempelhof-Schöneberg",2017
"Marie",18,"w","Treptow-Köpenick",2017
"Emma",17,"w","Treptow-Köpenick",2017
"Sophie",15,"w","Treptow-Köpenick",2017
"Alexander",14,"m","Treptow-Köpenick",2017
"Leon",13,"m","Treptow-Köpenick",2017
"Maria",12,"w","Treptow-Köpenick",2017
"Emil",12,"m","Treptow-Köpenick",2017
"Felix",12,"m","Treptow-Köpenick",2017
"Mia",11,"w","Treptow-Köpenick",2017
"Noah",11,"m","Treptow-Köpenick",2017
"Oskar",11,"m","Treptow-Köpenick",2017
"Marie",77,"w","Charlottenburg-Wilmersdorf",2018
"Sophie",64,"w","Charlottenburg-Wilmersdorf",2018
"Maria",53,"w","Charlottenburg-Wilmersdorf",2018
"Alexander",46,"m","Charlottenburg-Wilmersdorf",2018
"Charlotte",45,"w","Charlottenburg-Wilmersdorf",2018
"Anton",41,"m","Charlottenburg-Wilmersdorf",2018
"Emilia",40,"w","Charlottenburg-Wilmersdorf",2018
"Maximilian",39,"m","Charlottenburg-Wilmersdorf",2018
"Emil",39,"m","Charlottenburg-Wilmersdorf",2018
"Charlotte",39,"w","Charlottenburg-Wilmersdorf",2018
"Maximilian",36,"m","Charlottenburg-Wilmersdorf",2018
"Mila",36,"w","Charlottenburg-Wilmersdorf",2018
"Clara",33,"w","Charlottenburg-Wilmersdorf",2018
"Jakob",31,"m","Charlottenburg-Wilmersdorf",2018
"Noah",31,"m","Charlottenburg-Wilmersdorf",2018
"Elias",29,"m","Charlottenburg-Wilmersdorf",2018
"Theodor",29,"m","Charlottenburg-Wilmersdorf",2018
"Mia",28,"w","Charlottenburg-Wilmersdorf",2018
"Anna",27,"w","Charlottenburg-Wilmersdorf",2018
"Lina",27,"w","Charlottenburg-Wilmersdorf",2018
"Alexander",27,"m","Charlottenburg-Wilmersdorf",2018
"Marie",27,"w","Charlottenburg-Wilmersdorf",2018
"Elisabeth",26,"w","Charlottenburg-Wilmersdorf",2018
"Paul",26,"m","Charlottenburg-Wilmersdorf",2018
"Emma",25,"w","Charlottenburg-Wilmersdorf",2018
"Jonathan",25,"m","Charlottenburg-Wilmersdorf",2018
"Leon",25,"m","Charlottenburg-Wilmersdorf",2018
"Luise",24,"w","Charlottenburg-Wilmersdorf",2018
"Julius",24,"m","Charlottenburg-Wilmersdorf",2018
"Levi",24,"m","Charlottenburg-Wilmersdorf",2018
"Emil",23,"m","Charlottenburg-Wilmersdorf",2018
"Lea",23,"w","Charlottenburg-Wilmersdorf",2018
"Ava",22,"w","Charlottenburg-Wilmersdorf",2018
"Johanna",22,"w","Charlottenburg-Wilmersdorf",2018
"Ben",22,"m","Charlottenburg-Wilmersdorf",2018
"Felix",22,"m","Charlottenburg-Wilmersdorf",2018
"Karl",22,"m","Charlottenburg-Wilmersdorf",2018
"Niklas",22,"m","Charlottenburg-Wilmersdorf",2018
"Leonard",21,"m","Charlottenburg-Wilmersdorf",2018
"Hannah",21,"w","Charlottenburg-Wilmersdorf",2018
"Sophia",21,"w","Charlottenburg-Wilmersdorf",2018
"Leonard",21,"m","Charlottenburg-Wilmersdorf",2018
"Liam",21,"m","Charlottenburg-Wilmersdorf",2018
"Jonas",20,"m","Charlottenburg-Wilmersdorf",2018
"Theo",20,"m","Charlottenburg-Wilmersdorf",2018
"Paul",19,"m","Charlottenburg-Wilmersdorf",2018
"Greta",19,"w","Charlottenburg-Wilmersdorf",2018
"Maria",19,"w","Charlottenburg-Wilmersdorf",2018
"Adam",19,"m","Charlottenburg-Wilmersdorf",2018
"Leo",19,"m","Charlottenburg-Wilmersdorf",2018
"Carl",18,"m","Charlottenburg-Wilmersdorf",2018
"Hanna",18,"w","Charlottenburg-Wilmersdorf",2018
"Ida",18,"w","Charlottenburg-Wilmersdorf",2018
"David",18,"m","Charlottenburg-Wilmersdorf",2018
"Louis",18,"m","Charlottenburg-Wilmersdorf",2018
"Luca",18,"m","Charlottenburg-Wilmersdorf",2018
"Anton",17,"m","Charlottenburg-Wilmersdorf",2018
"Sophia",17,"w","Charlottenburg-Wilmersdorf",2018
"Elias",17,"m","Charlottenburg-Wilmersdorf",2018
"Alma",17,"w","Charlottenburg-Wilmersdorf",2018
"Lara",17,"w","Charlottenburg-Wilmersdorf",2018
"Lena",17,"w","Charlottenburg-Wilmersdorf",2018
"Leni",17,"w","Charlottenburg-Wilmersdorf",2018
"Adrian",17,"m","Charlottenburg-Wilmersdorf",2018
"Arthur",17,"m","Charlottenburg-Wilmersdorf",2018
"Finn",17,"m","Charlottenburg-Wilmersdorf",2018
"Luis",17,"m","Charlottenburg-Wilmersdorf",2018
"Moritz",17,"m","Charlottenburg-Wilmersdorf",2018
"Philipp",17,"m","Charlottenburg-Wilmersdorf",2018
"Anna",16,"w","Charlottenburg-Wilmersdorf",2018
"Benjamin",16,"m","Charlottenburg-Wilmersdorf",2018
"Ella",16,"w","Charlottenburg-Wilmersdorf",2018
"Matilda",16,"w","Charlottenburg-Wilmersdorf",2018
"Mira",16,"w","Charlottenburg-Wilmersdorf",2018
"Paula",16,"w","Charlottenburg-Wilmersdorf",2018
"Thea",16,"w","Charlottenburg-Wilmersdorf",2018
"Victoria",16,"w","Charlottenburg-Wilmersdorf",2018
"Lukas",16,"m","Charlottenburg-Wilmersdorf",2018
"Emilia",15,"w","Charlottenburg-Wilmersdorf",2018
"Ali",15,"m","Charlottenburg-Wilmersdorf",2018
"Valentin",15,"m","Charlottenburg-Wilmersdorf",2018
"Frieda",15,"w","Charlottenburg-Wilmersdorf",2018
"Helena",15,"w","Charlottenburg-Wilmersdorf",2018
"Klara",15,"w","Charlottenburg-Wilmersdorf",2018
"Lia",15,"w","Charlottenburg-Wilmersdorf",2018
"Valentin",15,"m","Charlottenburg-Wilmersdorf",2018
"Vincent",15,"m","Charlottenburg-Wilmersdorf",2018
"Elisa",14,"w","Charlottenburg-Wilmersdorf",2018
"Leonie",14,"w","Charlottenburg-Wilmersdorf",2018
"Luise",14,"w","Charlottenburg-Wilmersdorf",2018
"Olivia",14,"w","Charlottenburg-Wilmersdorf",2018
"David",13,"m","Charlottenburg-Wilmersdorf",2018
"Karl",13,"m","Charlottenburg-Wilmersdorf",2018
"Louis",13,"m","Charlottenburg-Wilmersdorf",2018
"Ali",13,"m","Charlottenburg-Wilmersdorf",2018
"Johann",13,"m","Charlottenburg-Wilmersdorf",2018
"Elena",13,"w","Charlottenburg-Wilmersdorf",2018
"Kian",13,"m","Charlottenburg-Wilmersdorf",2018
"Liya",13,"w","Charlottenburg-Wilmersdorf",2018
"Mateo",13,"m","Charlottenburg-Wilmersdorf",2018
"Mathilda",13,"w","Charlottenburg-Wilmersdorf",2018
"Oskar",13,"m","Charlottenburg-Wilmersdorf",2018
"Nora",13,"w","Charlottenburg-Wilmersdorf",2018
"Samuel",13,"m","Charlottenburg-Wilmersdorf",2018
"Sara",13,"w","Charlottenburg-Wilmersdorf",2018
"Sophie",13,"w","Charlottenburg-Wilmersdorf",2018
"Johanna",12,"w","Charlottenburg-Wilmersdorf",2018
"Marlene",12,"w","Charlottenburg-Wilmersdorf",2018
"Valentina",12,"w","Charlottenburg-Wilmersdorf",2018
"Simon",12,"m","Charlottenburg-Wilmersdorf",2018
"Laura",12,"w","Charlottenburg-Wilmersdorf",2018
"Luisa",12,"w","Charlottenburg-Wilmersdorf",2018
"Maya",12,"w","Charlottenburg-Wilmersdorf",2018
"Helene",11,"w","Charlottenburg-Wilmersdorf",2018
"Johannes",11,"m","Charlottenburg-Wilmersdorf",2018
"Bruno",11,"m","Charlottenburg-Wilmersdorf",2018
"Friedrich",11,"m","Charlottenburg-Wilmersdorf",2018
"Henri",11,"m","Charlottenburg-Wilmersdorf",2018
"Henry",11,"m","Charlottenburg-Wilmersdorf",2018
"Amalia",11,"w","Charlottenburg-Wilmersdorf",2018
"Linus",11,"m","Charlottenburg-Wilmersdorf",2018
"Elisabeth",11,"w","Charlottenburg-Wilmersdorf",2018
"Milan",11,"m","Charlottenburg-Wilmersdorf",2018
"Emily",11,"w","Charlottenburg-Wilmersdorf",2018
"Tom",11,"m","Charlottenburg-Wilmersdorf",2018
"Marlene",11,"w","Charlottenburg-Wilmersdorf",2018
"Mina",11,"w","Charlottenburg-Wilmersdorf",2018
"Selma",11,"w","Charlottenburg-Wilmersdorf",2018
"Marie",48,"w","Friedrichshain-Kreuzberg",2018
"Sophie",37,"w","Friedrichshain-Kreuzberg",2018
"Maria",33,"w","Friedrichshain-Kreuzberg",2018
"Emil",27,"m","Friedrichshain-Kreuzberg",2018
"Emma",27,"w","Friedrichshain-Kreuzberg",2018
"Anna",25,"w","Friedrichshain-Kreuzberg",2018
"Alexander",24,"m","Friedrichshain-Kreuzberg",2018
"Felix",24,"m","Friedrichshain-Kreuzberg",2018
"Leon",23,"m","Friedrichshain-Kreuzberg",2018
"Oskar",23,"m","Friedrichshain-Kreuzberg",2018
"Frida",22,"w","Friedrichshain-Kreuzberg",2018
"Lea",22,"w","Friedrichshain-Kreuzberg",2018
"Mila",22,"w","Friedrichshain-Kreuzberg",2018
"Anton",22,"m","Friedrichshain-Kreuzberg",2018
"Finn",22,"m","Friedrichshain-Kreuzberg",2018
"Noah",22,"m","Friedrichshain-Kreuzberg",2018
"Maximilian",21,"m","Friedrichshain-Kreuzberg",2018
"Ella",21,"w","Friedrichshain-Kreuzberg",2018
"Mia",21,"w","Friedrichshain-Kreuzberg",2018
"Ali",21,"m","Friedrichshain-Kreuzberg",2018
"Johanna",20,"w","Friedrichshain-Kreuzberg",2018
"Ben",20,"m","Friedrichshain-Kreuzberg",2018
"David",20,"m","Friedrichshain-Kreuzberg",2018
"Lukas",20,"m","Friedrichshain-Kreuzberg",2018
"Paul",20,"m","Friedrichshain-Kreuzberg",2018
"Alma",19,"w","Friedrichshain-Kreuzberg",2018
"Charlotte",19,"w","Friedrichshain-Kreuzberg",2018
"Clara",19,"w","Friedrichshain-Kreuzberg",2018
"Emilia",19,"w","Friedrichshain-Kreuzberg",2018
"Elias",19,"m","Friedrichshain-Kreuzberg",2018
"Karl",19,"m","Friedrichshain-Kreuzberg",2018
"Charlotte",18,"w","Friedrichshain-Kreuzberg",2018
"Sophia",18,"w","Friedrichshain-Kreuzberg",2018
"Leo",18,"m","Friedrichshain-Kreuzberg",2018
"Milan",18,"m","Friedrichshain-Kreuzberg",2018
"Alexander",17,"m","Friedrichshain-Kreuzberg",2018
"Ali",16,"m","Friedrichshain-Kreuzberg",2018
"Elisabeth",16,"w","Friedrichshain-Kreuzberg",2018
"Ava",16,"w","Friedrichshain-Kreuzberg",2018
"Ida",16,"w","Friedrichshain-Kreuzberg",2018
"Lina",16,"w","Friedrichshain-Kreuzberg",2018
"Marie",16,"w","Friedrichshain-Kreuzberg",2018
"Leonard",16,"m","Friedrichshain-Kreuzberg",2018
"Mira",16,"w","Friedrichshain-Kreuzberg",2018
"Arthur",15,"m","Friedrichshain-Kreuzberg",2018
"Lena",15,"w","Friedrichshain-Kreuzberg",2018
"Erik",15,"m","Friedrichshain-Kreuzberg",2018
"Mathilda",15,"w","Friedrichshain-Kreuzberg",2018
"Henry",15,"m","Friedrichshain-Kreuzberg",2018
"Jonathan",15,"m","Friedrichshain-Kreuzberg",2018
"Max",15,"m","Friedrichshain-Kreuzberg",2018
"Maximilian",15,"m","Friedrichshain-Kreuzberg",2018
"Muhammed",15,"m","Friedrichshain-Kreuzberg",2018
"Emil",14,"m","Friedrichshain-Kreuzberg",2018
"Frieda",14,"w","Friedrichshain-Kreuzberg",2018
"Greta",14,"w","Friedrichshain-Kreuzberg",2018
"Hanna",14,"w","Friedrichshain-Kreuzberg",2018
"Leni",14,"w","Friedrichshain-Kreuzberg",2018
"Nina",14,"w","Friedrichshain-Kreuzberg",2018
"Louis",14,"m","Friedrichshain-Kreuzberg",2018
"Tilda",14,"w","Friedrichshain-Kreuzberg",2018
"Luca",14,"m","Friedrichshain-Kreuzberg",2018
"Theo",14,"m","Friedrichshain-Kreuzberg",2018
"Theodor",14,"m","Friedrichshain-Kreuzberg",2018
"Benjamin",13,"m","Friedrichshain-Kreuzberg",2018
"Jonathan",13,"m","Friedrichshain-Kreuzberg",2018
"Karl",13,"m","Friedrichshain-Kreuzberg",2018
"Paul",13,"m","Friedrichshain-Kreuzberg",2018
"Elena",13,"w","Friedrichshain-Kreuzberg",2018
"Elisa",13,"w","Friedrichshain-Kreuzberg",2018
"Marlene",13,"w","Friedrichshain-Kreuzberg",2018
"Jakob",13,"m","Friedrichshain-Kreuzberg",2018
"Jonas",13,"m","Friedrichshain-Kreuzberg",2018
"Linus",13,"m","Friedrichshain-Kreuzberg",2018
"Luis",13,"m","Friedrichshain-Kreuzberg",2018
"Johanna",12,"w","Friedrichshain-Kreuzberg",2018
"David",12,"m","Friedrichshain-Kreuzberg",2018
"Elias",12,"m","Friedrichshain-Kreuzberg",2018
"Maria",12,"w","Friedrichshain-Kreuzberg",2018
"Maya",12,"w","Friedrichshain-Kreuzberg",2018
"Nele",12,"w","Friedrichshain-Kreuzberg",2018
"Aaron",12,"m","Friedrichshain-Kreuzberg",2018
"Daniel",12,"m","Friedrichshain-Kreuzberg",2018
"Julian",12,"m","Friedrichshain-Kreuzberg",2018
